10 bcdefghi,aihjdc,abd,acbjhgfe,adf,aedg,afdh,agdjbi,ahb,bhd
10 bcdefghi,aij,ajid,ace,adif,aeihg,afh,agf,afecjb,bic
10 bcdefgh,ahi,aifed,ace,adc,acihjg,afj,ajfb,bfc,fhg
10 bcdefg,ahc,abh,ahifje,adj,ajdg,afi,bidc,dhg,dfe
10 bcdefg,ahi,aihd,acj,ajhgf,aeg,afe,bejci,bhc,dhe
10 bcdefg,ahi,aifed,ace,adc,acihjg,afj,bjf,bfc,fhg
10 bcdef,agc,abg,aghije,adj,aih,bhdc,dgf,dfj,die
10 bcdefgh,aij,ajid,ace,adif,aeihg,afh,agf,bfecj,bic
10 bcdefghi,aihj,ajd,ache,adhgf,aeg,afe,aedjbi,ahb,bhc
10 bcdefgh,aij,ajfed,ace,adc,acjihg,afh,agfi,bhf,bfc
10 bcdefg,ahc,abh,ahijfe,adf,aedj,aji,bidc,dhg,dgf
10 bcdefg,ahc,abhi,aij,ajhgf,aeg,afe,bejic,chd,dhe
10 bcdefgh,aic,abij,aje,adif,aeihg,afh,agf,bfejc,cid
10 bcdefgh,ahi,ajd,ache,adhgf,aeg,afe,aedjib,bhj,cih
10 bcdefg,ahi,ajd,ache,adhgf,aeg,afe,bedji,bhj,cih
10 bcdefghi,aic,abij,aje,adf,aeihg,afh,agf,afjcb,cid
10 bcdefgh,aic,abij,aje,adf,aeihg,afh,agf,bfjc,cid
10 bcdefgh,ahi,ajd,ace,adhgf,aeg,afe,aejib,bhj,cih
10 bcdefg,ahi,ajd,ace,adhgf,aeg,afe,beji,bhj,cih
10 bcdefghij,ajc,abjd,acje,adf,aejg,afih,agi,ahgj,aifdcb
10 bcdefghi,aij,ajed,ace,adcf,aejihg,afh,agfi,ahfb,bfc
10 bcdefgh,aic,abid,acjgfe,adf,aedg,afdh,agj,bjc,dih
10 bcdefgh,ahi,aijfed,ace,adcf,aecg,afj,ajib,bhc,chg
10 bcdefg,ahi,aijfed,ace,adcf,aecg,afj,bji,bhc,chg
10 bcdef,agc,abgd,acge,adh,aij,bjhdc,egi,fhj,fig
10 bcdefg,ahc,abhd,ache,adi,aijg,afj,bjidc,ehf,fhg
10 bcdefgh,ahi,aijed,ace,adcf,aeg,afj,ajib,bhc,chg
10 bcdefg,ahi,aijed,ace,adcf,aeg,afj,bji,bhc,chg
10 bcdef,agc,abgd,ace,adh,aij,bjhc,egi,fhj,fig
10 bcdef,agc,abd,ace,adh,aij,bjh,egi,fhj,fig
10 bcdefg,ahc,abhd,ace,adi,aijg,afj,bjic,ehf,fhg
10 bcdefg,agh,aid,ace,adf,aej,ajhb,bgi,chj,fig
10 bcdefgh,ahgi,aid,acie,adif,aej,ajbh,agb,bjedc,fig
10 bcdefgh,ahic,abd,acj,ajgf,aeg,afei,aib,bhgj,die
10 bcdefg,ahc,abhi,aie,adif,aeg,afj,bjc,cjed,gih
10 bcdefgh,ahgi,aij,ajfe,adf,aedg,afjibh,agb,bgc,cgd
10 bcdefg,agfh,ahd,achi,aij,ajbg,afb,bjidc,dhe,ehf
10 bcdefghi,aic,abid,ace,adj,ajhg,afh,agfi,ahjcb,eif
10 bcdefgh,aic,abid,acjfe,adf,aedg,afh,agj,bjc,dih
10 bcdefghi,aiej,ajd,acje,adbhgf,aeg,afeh,agei,ahb,bdc
10 bcdefgh,aij,ajhfed,ace,adcf,aecg,afh,agci,bhj,bic
10 bcdefg,ahc,abhd,ache,adf,aehi,aij,bjfdc,fjg,gih
10 bcdefgh,ahij,ajd,acje,adjf,aeg,afji,aib,bhg,bgedc
10 bcdefg,agh,aid,acij,ajf,aejg,afjb,bji,chd,dhgfe
10 bcdefgh,ahgi,aid,acgj,ajf,aejg,afdibh,agb,bgc,dfe
10 bcdefg,ahi,ajd,acje,adihgf,aeg,afeh,bge,bej,cid
10 bcdefg,ahi,aigjed,ace,adcj,ajg,afch,bgi,bhc,cfe
10 bcdef,agc,abgh,ahe,adgi,aij,bjehc,cgd,ejf,fig
10 bcdef,afg,ahd,acfi,aij,ajdhgb,bfh,cgf,dje,eif
10 bcde,afg,ahd,acfi,aij,bjdhg,bfh,cgf,dje,eif
10 bcdefg,aghi,aid,acij,ajf,aeih,ahb,bgf,bfjdc,die
10 bcdef,agh,aid,acij,ajf,aejg,bfj,bji,chd,dhgfe
10 bcdef,agh,aid,acgj,ajf,aejg,bfdih,bgi,chg,dfe
10 bcde,afg,ahd,achi,aij,bji,bih,cgd,dgfje,eif
10 bcdefg,agh,aid,acgj,ajf,aejg,afdihb,bgi,chg,dfe
10 bcdef,agh,aid,acie,adhgjf,aej,bje,bei,chd,egf
10 bcdefghi,aij,ajhfed,ace,adcf,aecg,afh,agci,ahjb,bic
10 bcdefgh,aic,abid,acie,adf,aeig,afjh,agj,bjfdc,gih
10 bcdefghi,aihj,ajd,acje,adjf,aeg,afjh,agbi,ahb,bgedc
10 bcdefghi,aij,ajid,ace,adif,aehg,afh,agfi,ahecjb,bic
10 bcdefgh,ahi,aied,ace,adcf,aeihjg,afj,ajfb,bfc,fhg
10 bcdefg,ahc,abhd,acifje,adj,ajdg,afi,bic,dhg,dfe
10 bcdefg,agfh,ahi,aihe,adj,ajbg,afb,bjdic,chd,ehf
10 bcdef,agh,ahed,ace,adci,aij,bji,bic,ehgjf,fig
10 bcdefg,ahi,aied,ace,adcf,aeihjg,afj,bjf,bfc,fhg
10 bcdefgh,ahei,aid,acie,adbgjf,aej,ajeh,agb,bdc,egf
10 bcdefg,ahi,aigejd,acj,ajcf,aeg,afch,bgi,bhc,ced
10 bcdef,agh,ahgd,ace,adgi,aij,bjech,bgc,ejf,fig
10 bcdefg,aghi,aij,ajie,adf,aeih,ahb,bgf,bfdjc,cid
10 bcdef,afg,ahd,achi,aij,ajib,bih,cgd,dgfje,eif
10 bcdefgh,ahi,aigejd,acj,ajcf,aeg,afch,agib,bhc,ced
10 bcdefg,ahi,aihd,ace,adhf,aejg,afj,bjeci,bhc,fhg
10 bcdefgh,ahgi,aij,ajie,adf,aeig,afbh,agb,bfdjc,cid
10 bcdefghi,aic,abgd,acfe,adf,aed,acijh,agj,ajgb,gih
10 bcdefgh,aij,ajid,ace,adif,aehg,afh,agf,becj,bic
10 bcdefghi,aihj,ajd,ache,adgf,aeg,afeh,agdjbi,ahb,bhc
10 bcdefgh,ahi,aigjed,ace,adcj,ajg,afch,agib,bhc,cfe
10 bcdefg,ahc,abhi,aie,adhf,aejg,afj,bjeic,chd,fhg
10 bcdefg,agh,aid,acge,adjf,aej,ajdihb,bgi,chg,egf
10 bcdef,agh,aid,acge,adjf,aej,bjdih,bgi,chg,egf
10 bcdefgh,ahgi,aid,acij,ajf,aeig,afbh,agb,bfjdc,die
10 bcdefg,ahi,ajd,ache,adgf,aeg,afeh,bgdji,bhj,cih
10 bcdefgh,ahi,ajd,ache,adgf,aeg,afeh,agdjib,bhj,cih
10 bcdefghi,aic,abij,aje,adif,aehg,afh,agf,aejcb,cid
10 bcdefgh,aic,abij,aje,adif,aehg,afh,agf,bejc,cid
10 bcdefgh,ahi,ajd,ache,adgf,aeg,afe,adjib,bhj,cih
10 bcdefg,ahi,ajd,ache,adgf,aeg,afe,bdji,bhj,cih
10 bcdefghij,ajc,abjd,acje,adf,aejg,afih,agi,ahg,afdcb
10 bcdefghi,ajc,abjd,acje,adf,aejg,afih,agi,ahg,bfdc
10 bcdefghij,ajc,abjd,acje,adf,aeg,afjih,agi,ahgj,aigdcb
10 bcdefghij,ajc,abjd,acje,adf,aeg,afih,agi,ahgj,aidcb
10 bcdefghij,ajc,abjd,acje,adf,aeg,afih,agi,ahg,adcb
10 bcdefghi,ajc,abjd,acje,adf,aeg,afih,agi,ahg,bdc
10 bcdefghij,ajc,abjd,acj,ajf,aejg,afjih,agi,ahgj,aigfedcb
10 bcdefghi,afj,ajfed,ace,adcf,aecjbihg,afh,agfi,ahf,bfc
10 bcdefgh,aic,abid,acijhgfe,adf,aedg,afd,adj,bjdc,dih
10 bcdefghi,aiej,ajd,acje,adjbihgf,aeg,afeh,age,aeb,bedc
10 bcdefgh,ahij,ajd,acje,adj,ajg,afji,aib,bhgj,bigfedc
10 bcdefghi,aij,ajihgfed,ace,adcf,aec,ach,agci,ahcjb,bic
10 bcdefgh,aic,abid,aci,aif,aeig,afijh,agj,bjgfedc,gih
10 bcdefghi,aihj,ajd,acje,adj,ajg,afjh,agjbi,ahb,bhgfedc
10 bcdefgh,aij,ajied,ace,adci,aig,afih,agi,bhgfecj,bic
10 bcdefg,ahc,abhi,aie,adif,aei,aij,bjic,chjgfed,gih
10 bcdefg,ahc,abh,aie,adif,aei,aij,bjic,dhjgfe,gih
10 bcdefghi,aij,aji,aie,adif,aeihg,afh,agfi,ahfedcjb,bic
10 bcdefgh,afi,aifed,ace,adcf,aecibhjg,afj,ajf,bfc,fhg
10 bcdefg,ahc,abhd,achigfje,adj,ajd,adi,bidc,dhg,dfe
10 bcdefg,agfh,ahi,aih,ahj,ajhbg,afb,bfjedic,chd,ehf
10 bcdef,agc,abgh,ahi,aih,ahj,bjhc,cgjfeid,dhe,fhg
10 bcdef,agc,abg,ahi,aih,ahj,bjhc,dgjfei,dhe,fhg
10 bcdefg,agc,abg,ahi,aih,ahj,ajhcb,dgjfei,dhe,fhg
10 bcdefgh,ahc,abh,ahigfje,adj,ajd,adi,aidcb,dhg,dfe
10 bcdefg,ahc,abh,ahigfje,adj,ajd,adi,bidc,dhg,dfe
10 bcdefgh,ahc,abhd,acigfje,adj,ajd,adi,aicb,dhg,dfe
10 bcdefg,agfh,ahi,aih,ahj,ajbg,afb,bjedic,chd,ehf
10 bcdefgh,ahei,aid,acie,adibhgjf,aej,aje,aeb,bedc,egf
10 bcdefg,aghi,aij,aji,aif,aeih,ahb,bgfi,bhfedjc,cid
10 bcdefg,ahc,abhi,aie,adi,ahj,ajh,bgjfic,ched,fhg
10 bcdefgh,afc,abi,aie,adif,aeibhjg,afj,ajf,cfed,fhg
10 bcdefg,aghi,aij,aji,aif,aeh,ahb,bgfi,bhedjc,cid
10 bcdefg,aghi,aij,aji,aif,aeh,ahb,bgf,bedjc,cid
10 bcdefgh,aic,abid,acgfje,adj,ajd,adh,agi,bhc,dfe
10 bcdefgh,ahgi,aij,aji,aif,aeig,afibh,agb,bgfedjc,cid
10 bcdefghij,ajic,abihgfd,ace,adf,aec,ach,agci,ahcbj,aib
10 bcdefghi,afj,ajfed,ace,adcf,aecjbig,afh,agi,ahf,bfc
10 bcdefgh,aic,abid,acijhge,adf,aeg,afd,adj,bjdc,dih
10 bcdefgh,ahi,aihjgfd,ace,adf,aec,acj,ajcib,bhc,chg
10 bcdefg,ahi,aihjgfd,ace,adf,aec,acj,bjci,bhc,chg
10 bcdef,agc,abd,acg,agh,aij,bjihed,egi,fhgj,fig
10 bcdefg,ahc,abd,ach,ahi,aihjg,afj,bjfied,ehf,fhg
10 bcdefghi,aiej,ajd,acje,adjbihf,aeg,afh,age,aeb,bedc
10 bcdefgh,aij,ajihgfd,ace,adf,aec,ach,agci,bhcj,bic
10 bcdefg,ahc,abd,ach,ahf,aehi,aij,bjifed,fhjg,gih
10 bcdefgh,ahij,ajd,ace,adj,ajg,afji,aib,bhgj,bigfec
10 bcdefghi,aij,ajihgfd,ace,adf,aec,ach,agci,ahcjb,bic
10 bcdefgh,aic,abd,aci,aif,aeig,afijh,agj,bjgfed,gih
10 bcdefghi,aihj,ajd,ace,adj,ajg,afjh,agjbi,ahb,bhgfec
10 bcdefgh,aij,ajied,ace,adci,aig,afh,agi,bhfecj,bic
10 bcdefg,ahc,abhi,aie,adf,aei,aij,bjic,chjgfd,gih
10 bcdefghij,ajc,abj,ajihge,adf,aeg,afd,adi,ahdj,aidcb
10 bcdefghi,afj,ajfed,ace,adc,acjbig,afh,agi,ahf,bfc
10 bcdefgh,aic,abi,aijhge,adf,aeg,afd,adj,bjdc,dih
10 bcdefg,ahc,abd,ach,ahi,ajg,afj,bjied,ehj,fihg
10 bcdefgh,aic,abd,aci,aij,ajihg,afh,agf,bfjed,eif
10 bcdefghi,ajc,abd,acj,ajf,aejg,afjih,agi,ahg,bgfed
10 bcdefghij,ajc,abd,acj,ajf,aejg,afih,agi,ahgj,aifedb
10 bcdefghi,afj,ajed,ace,adcf,aejbig,afh,agi,ahf,bfc
10 bcdefgh,ahi,aijgfd,ace,adf,aec,acj,ajib,bhc,chg
10 bcdefg,ahi,aijgfd,ace,adf,aec,acj,bji,bhc,chg
10 bcdef,agc,abd,acg,agh,aij,bjhed,egi,fhj,fig
10 bcdefg,ahc,abd,ach,ahi,aijg,afj,bjied,ehf,fhg
10 bcdefgh,ahgi,aid,ace,adi,aij,ajbh,agb,bjfec,fig
10 bcdefghi,aiej,ajd,acje,adbihf,aeg,afh,age,aeb,bdc
10 bcdefgh,aei,ajd,acje,adibhf,aeg,afh,age,bej,cid
10 bcdefgh,aij,ajhgfd,ace,adf,aec,ach,agci,bhj,bic
10 bcdefg,ahc,abd,ach,ahf,aehi,aij,bjfed,fjg,gih
10 bcdefgh,ahij,ajd,ace,adj,ajg,afji,aib,bhg,bgfec
10 bcdefg,ahi,ajd,acjh,ahf,aeg,afh,bgedi,bhj,cid
10 bcdefghi,aij,ajhgfd,ace,adf,aec,ach,agci,ahjb,bic
10 bcdefgh,aic,abd,aci,aif,aeig,afjh,agj,bjfed,gih
10 bcdefghi,aihj,ajd,ace,adj,ajg,afjh,agbi,ahb,bgfec
10 bcdefghij,ajc,abj,aihge,adf,aeg,afd,adi,ahdj,aicb
10 bcdefghi,ajc,abd,acj,ajf,aejg,afih,agi,ahg,bfed
10 bcdefghij,ajc,abd,acj,ajf,aeg,afjih,agi,ahgj,aigedb
10 bcdefghi,aij,ajd,acje,adjihf,aeg,afh,age,aeb,bedc
10 bcdefgh,aij,ajigfd,ace,adf,aec,ach,agi,bhcj,bic
10 bcdefgh,aij,ajgfd,ace,adf,aec,ach,agi,bhj,bic
10 bcdefg,ahc,abd,ach,ahf,aei,aij,bjed,fjg,gih
10 bcdefg,ahc,abd,ach,ahf,aei,aij,bjied,fhjg,gih
10 bcdefgh,ahij,ajd,ace,adj,ajg,afi,aib,bhgj,bifec
10 bcdefgh,aic,abij,aje,adf,aej,ajh,agi,bhc,cgfd
10 bcdefghi,ajc,abjd,achge,adf,aeg,afd,adi,ahj,bic
10 bcdefghi,aij,ajigfd,ace,adf,aec,ach,agi,ahcjb,bic
10 bcdefgh,aic,abd,aci,aif,aeg,afijh,agj,bjged,gih
10 bcdefghi,aic,abd,aci,aif,aeg,afjh,agj,ajedb,gih
10 bcdefgh,aic,abd,aci,aif,aeg,afjh,agj,bjed,gih
10 bcdefghi,aihj,ajd,ace,adj,ajg,afh,agjbi,ahb,bhfec
10 bcdefghi,aic,abij,aje,adf,aej,ajh,agi,ahcb,cgfd
10 bcdefghij,ajc,abj,ajhge,adf,aeg,afd,adi,ahj,aidcb
10 bcdefghi,ajc,abd,acj,ajf,aeg,afjih,agi,ahg,bged
10 bcdefghij,ajc,abd,acj,ajf,aeg,afih,agi,ahgj,aiedb
10 bcdefghij,ajc,abd,acj,ajf,aeg,afih,agi,ahg,aedb
10 bcdefghi,ajc,abd,acj,ajf,aeg,afih,agi,ahg,bed
10 bcdefghij,ajc,abjd,acj,ajf,aejg,afjih,agi,ahg,agfedcb
10 bcdefghi,afj,ajfed,ace,adc,acjbihg,afh,agfi,ahf,bfc
10 bcdefgh,aic,abi,aijhgfe,adf,aedg,afd,adj,bjdc,dih
10 bcdefgh,aic,abid,aci,aij,ajihg,afh,agf,bfjedc,eif
10 bcdefghi,ajc,abjd,acj,ajf,aejg,afjih,agi,ahg,bgfedc
10 bcdefghi,aij,aji,aie,adif,aeihg,afh,agf,afedcjb,bic
10 bcdefgh,aij,aji,aie,adif,aeihg,afh,agf,bfedcj,bic
10 bcdefghij,ajc,abjd,acj,ajf,aejg,afih,agi,ahgj,aifedcb
10 bcdefghi,afj,ajed,ace,adcf,aejbihg,afh,agfi,ahf,bfc
10 bcdefgh,ahgi,aid,acie,adi,aij,ajbh,agb,bjfedc,fig
10 bcdefghi,aiej,ajd,acje,adbihgf,aeg,afeh,age,aeb,bdc
10 bcdefgh,aei,ajd,acje,adibhgf,aeg,afeh,age,bej,cid
10 bcdefgh,aij,ajhgfed,ace,adcf,aec,ach,agci,bhj,bic
10 bcdefg,ahc,abhd,ach,ahf,aehi,aij,bjfedc,fjg,gih
10 bcdefgh,ahij,ajd,acje,adj,ajg,afji,aib,bhg,bgfedc
10 bcdefg,ahi,ajd,acjh,ahf,aehg,afh,bgfedi,bhj,cid
10 bcdefghi,aij,ajhgfed,ace,adcf,aec,ach,agci,ahjb,bic
10 bcdefgh,aic,abid,aci,aif,aeig,afjh,agj,bjfedc,gih
10 bcdefghi,aihj,ajd,acje,adj,ajg,afjh,agbi,ahb,bgfedc
10 bcdefghi,aij,aji,aie,adif,aehg,afh,agfi,ahedcjb,bic
10 bcdefgh,ahei,aid,acie,adbhgjf,aej,aje,aeb,bdc,egf
10 bcdefg,aeh,aid,acie,adhbgjf,aej,aje,bei,chd,egf
10 bcdefg,aeh,aid,aci,ahbgjf,aej,aje,bei,chd,egf
10 bcdef,agh,ahg,agi,ajf,aej,bidch,bgc,dgj,eif
10 bcdefg,aghi,aij,aji,aif,aeih,ahb,bgf,bfedjc,cid
10 bcdef,agh,aid,acig,agj,ajg,bfjedh,bgi,chd,egf
10 bcdefgh,ahgi,aij,aji,aif,aeig,afbh,agb,bfedjc,cid
10 bcdefghi,aic,abi,ahgfje,adj,ajd,adh,agdi,ahcb,dfe
10 bcdefgh,aij,aji,aie,adif,aehg,afh,agf,bedcj,bic
10 bcdefghij,ajc,abjd,acj,ajf,aejg,afih,agi,ahg,afedcb
10 bcdefghi,ajc,abjd,acj,ajf,aejg,afih,agi,ahg,bfedc
10 bcdefghij,ajc,abjd,acj,ajf,aeg,afjih,agi,ahgj,aigedcb
10 bcdefghi,aij,ajd,acje,adjihgf,aeg,afeh,age,aeb,bedc
10 bcdefgh,aij,ajigfed,ace,adcf,aec,ach,agi,bhcj,bic
10 bcdefgh,aij,ajgfed,ace,adcf,aec,ach,agi,bhj,bic
10 bcdefg,ahc,abhd,ach,ahf,aei,aij,bjedc,fjg,gih
10 bcdefg,ahc,abhd,ach,ahf,aei,aij,bjiedc,fhjg,gih
10 bcdefgh,ahij,ajd,acje,adj,ajg,afi,aib,bhgj,bifedc
10 bcdefgh,aic,abij,aje,adjf,aej,ajh,agi,bhc,cgfed
10 bcdefghi,ajc,abjd,achgfe,adf,aedg,afd,adi,ahj,bic
10 bcdefghi,aij,ajigfed,ace,adcf,aec,ach,agi,ahcjb,bic
10 bcdefgh,aic,abid,aci,aif,aeg,afijh,agj,bjgedc,gih
10 bcdefghi,aic,abid,aci,aif,aeg,afjh,agj,ajedcb,gih
10 bcdefgh,aic,abid,aci,aif,aeg,afjh,agj,bjedc,gih
10 bcdefghi,aihj,ajd,acje,adj,ajg,afh,agjbi,ahb,bhfedc
10 bcdefghi,aic,abij,aje,adjf,aej,ajh,agi,ahcb,cgfed
10 bcdefghi,aij,aji,aie,adf,aeihg,afh,agfi,ahfdcjb,bic
10 bcdefgh,ahgi,aij,aji,aif,aeg,afibh,agb,bgedjc,cid
10 bcdefgh,ahc,abhi,aij,aji,aig,afh,agcb,cfejd,die
10 bcdefghi,aic,abid,acgfje,adj,ajd,adh,agi,ahcb,dfe
10 bcdefghi,aic,abi,agfje,adj,ajd,adh,agi,ahcb,dfe
10 bcdefgh,aij,aji,aie,adf,aehg,afh,agf,bdcj,bic
10 bcdefghij,ajc,abjd,acj,ajf,aeg,afjih,agi,ahg,agedcb
10 bcdefghi,ajc,abjd,acj,ajf,aeg,afjih,agi,ahg,bgedc
10 bcdefghi,aij,aji,aie,adf,aeihg,afh,agf,afdcjb,bic
10 bcdefgh,aij,aji,aie,adf,aeihg,afh,agf,bfdcj,bic
10 bcdefghij,ajc,abjd,acj,ajf,aeg,afih,agi,ahgj,aiedcb
10 bcdefghij,ajc,abjd,acj,ajf,aeg,afih,agi,ahg,aedcb
10 bcdefghi,ajc,abjd,acj,ajf,aeg,afih,agi,ahg,bedc
10 bcdefghij,ajc,abjd,acj,ajf,aej,ajih,agi,ahgj,aigfedcb
10 bcdefghi,ajc,abjd,acjihgfe,adf,aedg,afd,adi,ahd,bdc
10 bcdefghi,aij,ajihgfed,ace,adcf,aec,ach,agc,acjb,bic
10 bcdefgh,aic,abid,aci,aif,aei,aijh,agj,bjgfedc,gih
10 bcdefghi,aij,aji,aie,adi,aihg,afh,agfi,ahfedcjb,bic
10 bcdefgh,ahgi,aij,aji,aif,aei,aibh,agb,bgfedjc,cid
10 bcdefghi,aihc,abgfejd,acj,ajc,acg,afc,abi,ahb,ced
10 bcdefghij,ajic,abihgfd,ace,adf,aec,ach,agc,acbj,aib
10 bcdefghi,ajc,abjd,acjihge,adf,aeg,afd,adi,ahd,bdc
10 bcdefghi,aij,ajihgfd,ace,adf,aec,ach,agc,acjb,bic
10 bcdefgh,aij,ajihgfd,ace,adf,aec,ach,agc,bcj,bic
10 bcdefg,ahc,abd,ach,ahf,aeh,aij,bjifed,ghj,gih
10 bcdefgh,aic,abd,aci,aif,aei,aijh,agj,bjgfed,gih
10 bcdefghi,aihj,ajd,ace,adj,ajg,afj,ajbi,ahb,bhgfec
10 bcdefghij,ajc,abj,ajihge,adf,aeg,afd,adi,ahd,adcb
10 bcdefghi,ajc,abj,ajihge,adf,aeg,afd,adi,ahd,bdc
10 bcdefghi,ajc,abd,acj,ajf,aej,ajih,agi,ahg,bgfed
10 bcdefghij,ajc,abjd,acihge,adf,aeg,afd,adi,ahd,acb
10 bcdefghij,ajc,abj,ajihgfe,adf,aedg,afd,adi,ahd,adcb
10 bcdefghi,ajc,abj,ajihgfe,adf,aedg,afd,adi,ahd,bdc
10 bcdefgh,aic,abid,aci,aif,aei,ajh,agj,bjfedc,gih
10 bcdefghi,ajc,abjd,acj,ajf,aej,ajih,agi,ahg,bgfedc
10 bcdefghi,aij,aji,aie,adi,aihg,afh,agf,afedcjb,bic
10 bcdefgh,aij,aji,aie,adi,aihg,afh,agf,bfedcj,bic
10 bcdefghij,ajc,abjd,acihgfe,adf,aedg,afd,adi,ahd,acb
10 bcdefghij,ajc,abjd,acjihgfe,adf,aedg,afdh,agd,adj,aidcb
10 bcdefghi,aej,ajd,acje,adjbihgf,aeg,afeh,agei,ahe,bedc
10 bcdefgh,ahij,ajd,acje,adjf,aej,aji,aib,bhgj,bigfedc
10 bcdefgh,ahi,aihd,ach,ahj,ajg,afjh,agjedcib,bhc,ehgf
10 bcdefg,aghi,aij,ajie,adi,aih,ahb,bgfi,bhfedjc,cid
10 bcdefg,agh,aij,ajie,adi,aih,ahb,bgfi,chfedj,cid
10 bcdefgh,ahf,afi,aie,adif,aecbhjg,afj,ajfb,ced,fhg
10 bcdefg,aghi,aij,ajie,adi,aih,ahb,bgf,bfedjc,cid
10 bcdefg,ahf,afi,aie,adif,aecbhjg,afj,bjf,ced,fhg
10 bcdefg,ahf,afi,aie,adi,acbhjg,afj,bjf,ced,fhg
10 bcdef,agh,aig,agj,ajf,aej,bdcih,bgi,chg,dfe
10 bcdefg,ahf,afi,aie,adif,aeicbhjg,afj,bjf,cfed,fhg
10 bcdefgh,ahgi,aig,agj,ajf,aejg,afjdcibh,agb,bgc,dgfe
10 bcdefg,aghi,aid,acij,aji,aih,ahb,bgfi,bhfejdc,die
10 bcdefg,agh,aid,acij,aji,aih,ahb,bgfi,chfejd,die
10 bcdef,agh,aig,agj,ajf,aejg,bfjdcih,bgi,chg,dgfe
10 bcdef,agh,aig,agj,ajf,aej,bjdcih,bgi,chg,dgfe
10 bcdefgh,ahc,abhi,aih,ahj,ajg,afjh,agedicb,chd,egf
10 bcdefg,aghi,aid,acij,aji,aih,ahb,bgf,bfejdc,die
10 bcdef,agh,aig,agj,ajf,aejg,bfdcih,bgi,chg,dfe
10 bcdefghi,aij,ajihgfed,ace,adcf,aecg,afc,aci,ahcjb,bic
10 bcdefgh,aic,abid,acie,adi,aig,afijh,agj,bjgfedc,gih
10 bcdefghi,aihj,ajd,acje,adjf,aej,ajh,agjbi,ahb,bhgfedc
10 bcdefghi,aij,ajid,aci,aif,aeihg,afh,agfi,ahfedcjb,bic
10 bcdefgh,ahgi,aij,ajie,adi,aig,afibh,agb,bgfedjc,cid
10 bcdefgh,aig,agd,acgfe,adf,aedg,afdcbijh,agj,bjg,gih
10 bcdefghi,aihj,ajh,ahe,adhgf,aeg,afeh,agedcjbi,ahb,bhc
10 bcdefgh,ahgi,aid,acij,aji,aig,afibh,agb,bgfejdc,die
10 bcdefg,ahi,ajh,ahe,adhgf,aeg,afeh,bgedcji,bhj,cih
10 bcdefg,ahi,ajh,ahe,adhgf,aeg,afe,bedcji,bhj,cih
10 bcdefghij,ajc,abj,aje,adj,ajg,afjih,agi,ahgj,aigfedcb
10 bcdefghi,aej,ajd,acje,adjbihgf,aeg,afe,aei,ahe,bedc
10 bcdefgh,ahij,ajd,acj,ajf,aej,aji,aib,bhgj,bigfedc
10 bcdefghi,aij,ajihgfed,ace,adc,acg,afc,aci,ahcjb,bic
10 bcdefgh,aic,abi,aie,adi,aig,afijh,agj,bjgfedc,gih
10 bcdefghi,aihj,ajd,acj,ajf,aej,ajh,agjbi,ahb,bhgfedc
10 bcdefghij,ajc,abj,ajihgfe,adf,aed,adh,agd,adj,aidcb
10 bcdefghi,ajc,abj,aje,adj,ajg,afjih,agi,ahg,bgfedc
10 bcdefghij,ajc,abj,aje,adj,ajg,afih,agi,ahgj,aifedcb
10 bcdefghi,aej,ajd,acje,adbihgf,aeg,afe,aei,ahe,bdc
10 bcdefgh,aij,ajhgfed,ace,adc,acg,afc,aci,bhj,bic
10 bcdefg,ahc,abh,ahe,adh,ahi,aij,bjfedc,fjg,gih
10 bcdefgh,ahij,ajd,acj,ajf,aej,aji,aib,bhg,bgfedc
10 bcdefghi,aij,ajhgfed,ace,adc,acg,afc,aci,ahjb,bic
10 bcdefgh,aic,abi,aie,adi,aig,afjh,agj,bjfedc,gih
10 bcdefghi,aihj,ajd,acj,ajf,aej,ajh,agbi,ahb,bgfedc
10 bcdefghij,ajc,abj,aihgfe,adf,aed,adh,agd,adj,aicb
10 bcdefghi,ajc,abj,aje,adj,ajg,afih,agi,ahg,bfedc
10 bcdefghij,ajc,abd,acje,adj,ajg,afjih,agi,ahgj,aigfedb
10 bcdefghi,aej,ajd,acje,adjbihf,aeg,afh,agei,ahe,bedc
10 bcdefgh,aij,ajihgfd,ace,adf,aecg,afc,aci,bhcj,bic
10 bcdefg,ahc,abd,ache,adh,ahi,aij,bjifed,fhjg,gih
10 bcdefgh,ahc,abd,ace,adh,ahi,aij,ajifeb,fhjg,gih
10 bcdefg,ahc,abd,ace,adh,ahi,aij,bjife,fhjg,gih
10 bcdefgh,ahij,ajd,ace,adjf,aej,aji,aib,bhgj,bigfec
10 bcdefghi,aic,abd,ach,ahj,ajg,afjh,agjedi,ahb,ehgf
10 bcdefghi,aij,ajihgfd,ace,adf,aecg,afc,aci,ahcjb,bic
10 bcdefgh,aic,abd,acie,adi,aig,afijh,agj,bjgfed,gih
10 bcdefghi,aic,abd,ace,adi,aig,afijh,agj,ajgfeb,gih
10 bcdefgh,aic,abd,ace,adi,aig,afijh,agj,bjgfe,gih
10 bcdefghi,aihj,ajd,ace,adjf,aej,ajh,agjbi,ahb,bhgfec
10 bcdefghi,aij,ajh,ahe,adhgf,aeg,afeh,agedcji,ahb,bhc
10 bcdefgh,aei,aid,acie,adibhjf,aeg,afj,aje,bedc,ehg
10 bcdefg,aghi,aid,acj,aji,aih,ahb,bgfi,bhfejc,die
